WARNING: SYSTEM:App name: SDL Application
WARNING: SYSTEM:App version: <unspecified>
WARNING: SYSTEM:App ID: <unspecified>
WARNING: SYSTEM:SDL revision: release-3.2.16-0-gc9a6709bd (libsdl.org)
WARNING: RENDER:Created renderer: metal
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Leather_Armor with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG REGISTRY: get_weapon('shortbow') -> reach=8, two_handed=False
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=25.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=21.5
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=24.4
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=75.6
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=107.5
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=109.1
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=46.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=46.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=67.1
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.6
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=86.3
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=34.9
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=36.1
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=115.6
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=115.9
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.0
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.1
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=84.5
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=81.0
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.9
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=84.5
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=43.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.0
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=112.9
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (63, 93)
DEBUG: Pathfinding active, remaining steps: 4
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=25.6
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=24.5
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=24.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=21.0
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=23.9
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=74.7
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=106.8
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=108.5
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=47.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=47.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=66.7
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.5
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=86.8
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=34.5
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=36.8
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=115.0
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=115.3
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.0
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.1
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=83.6
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=80.1
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.8
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=85.0
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=44.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.0
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=112.3
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (64, 93)
DEBUG: Pathfinding active, remaining steps: 3
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=26.4
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=23.5
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=23.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=20.6
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=23.3
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=73.8
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=106.2
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=107.8
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=48.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=48.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=66.3
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.4
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=87.4
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=34.2
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=37.5
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=114.4
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=114.6
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.1
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.2
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=82.7
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=79.2
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.6
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=85.4
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=45.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.1
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=111.7
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (65, 93)
DEBUG: Pathfinding active, remaining steps: 2
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=27.3
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=22.6
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=22.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=20.2
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=22.8
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=72.9
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=105.5
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=107.2
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=65.9
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.3
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=88.0
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=33.8
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=38.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=113.8
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=114.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.1
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.2
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=81.8
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=78.3
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.5
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=85.9
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=46.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.1
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=111.0
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (66, 93)
DEBUG: Pathfinding active, remaining steps: 1
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=28.2
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=21.6
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=21.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=19.9
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=22.4
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=72.0
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=104.8
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=106.5
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=50.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=50.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=65.6
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.2
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=88.6
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=33.5
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=38.9
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=113.2
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=113.4
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.2
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.3
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=81.0
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=77.4
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.4
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=86.4
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=47.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.2
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=110.4
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
WARNING: PROCESS_ACTIONS: mouse_action = {'left_click': (73, 93)}
WARNING: Mouse action type: left_click, value: (73, 93), has handler: True
WARNING: Calling mouse handler for left_click
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (67, 93)
DEBUG: Pathfinding active, remaining steps: 6
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=29.1
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=20.6
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=20.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=19.6
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=21.9
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=71.1
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=104.1
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=105.9
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=51.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=51.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=65.2
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.1
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=89.2
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=33.2
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=39.7
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=112.6
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=112.8
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.2
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.4
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=80.1
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=76.5
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.3
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=86.8
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=48.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.3
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=109.8
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (68, 93)
DEBUG: Pathfinding active, remaining steps: 5
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=30.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=19.6
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=19.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=19.4
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=21.5
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=70.2
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=103.5
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=105.3
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=52.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=52.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=64.8
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.1
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=89.8
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=33.0
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=40.5
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=112.1
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=112.2
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.3
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.6
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=79.2
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=75.6
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.2
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=87.3
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=49.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.3
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=109.2
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (69, 93)
DEBUG: Pathfinding active, remaining steps: 4
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=30.9
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=18.7
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=18.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=19.2
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=21.2
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=69.3
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=102.8
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=104.6
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=53.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=53.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=64.5
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.1
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=90.4
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=32.8
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=41.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=111.5
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=111.6
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.4
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.7
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=78.3
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=74.7
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.1
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=87.8
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=50.2
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.5
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=108.6
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (70, 93)
DEBUG: Pathfinding active, remaining steps: 3
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=31.8
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=17.7
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=17.3
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=19.1
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=20.9
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=68.4
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=102.2
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=104.0
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=54.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=54.0
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=64.2
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=84.0
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=91.0
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=32.6
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=42.0
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=110.9
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=111.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=72.6
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=72.8
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=77.4
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=73.8
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=65.1
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=88.3
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=51.2
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=70.6
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=108.0
DEBUG: Checked 26 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
